FILM;ID ACTEUR;PERSONNAGE;
tt0045810;nm0000066;Dorothy Shaw;
tt0045810;nm0000054;Lorelei Lee;
tt0045810;nm0002013;Sir Francis 'Piggy' Beekman;
tt0045810;nm0717256;Ernie Malone;
tt0045810;nm0634749;Gus Esmond Jr.;
tt0045810;nm0935487;Henry Spofford III;
tt0045810;nm0197950;Magistrate;
tt0045810;nm0392067;Mr. Esmond Sr.;
tt0045810;nm0889540;Lady Beekman;
tt0045810;nm0920831;Watson;
tt0045810;nm0314065;Hotel Manager;
tt0045810;nm0013866;Wedding Guest;
tt0045810;nm0015333;Captain of Waiters;
tt0045810;nm0015785;Musician;
tt0045810;nm0016251;Ship Passenger;
tt0045810;nm0035504;Courtroom Spectator;
tt0045810;nm0054965;Small Role;
tt0045810;nm0061046;Chorus Girl;
tt0046126;nm0000054;Rose Loomis;
tt0046126;nm0001072;George Loomis;
tt0046126;nm0676492;Polly Cutler;
tt0046126;nm0795289;Ray Cutler;
tt0046126;nm0640614;Inspector Starkey;
tt0046126;nm0020005;Patrick;
tt0046126;nm0933311;Mr. J.C. Kettering;
tt0046126;nm0878354;Mrs. Kettering;
tt0046126;nm0172660;Mr. Qua;
tt0046126;nm0942926;Boatman;
tt0046126;nm11887088;Police Officer on Spanish Aerocar;
tt0046126;nm0023007;Lodge Guest;
tt0046126;nm0065798;Motorcycle Cop;
tt0046126;nm0105351;Lodge Guest;
tt0046126;nm0001013;Taxi Driver;
tt0046126;nm0177806;Young Man;
tt0046126;nm0198980;Lodge Guest;
tt0046126;nm0255056;Young Man;
tt0044981;nm0020521;Samuel Brown (segment "The Ransom of Red Chief");
tt0044981;nm0000879;Joanna Goodwin (segment "The Last Leaf");
tt0044981;nm0002022;Della Young (segment "The Gift of the Magi");
tt0044981;nm0335048;Jim Young (segment "The Gift of the Magi");
tt0044981;nm0001452;Soapy (segment "The Cop and the Anthem");
tt0044981;nm0505157;William Smith (segment "The Ransom of Red Chief");
tt0044981;nm0000054;Streetwalker (segment "The Cop and the Anthem");
tt0044981;nm0676492;Susan Goodwin (segment "The Last Leaf");
tt0044981;nm0711855;Behrman (segment "The Last Leaf");
tt0044981;nm0731783;Barney Woods (segment "The Clarion Call");
tt0044981;nm0915536;Horace (segment "The Cop and the Anthem");
tt0044981;nm0001847;Johnny Kernan (segment "The Clarion Call");
tt0044981;nm0533339;Hazel Woods (segment "The Clarion Call");
tt0044981;nm0007342;J.B. Dorset (segment "The Ransom of Red Chief");
tt0044981;nm0730533;Chief of Detectives (segment "The Clarion Call");
tt0044981;nm0447043;Mr. Schultz;
tt0044981;nm0308257;Doctor (segment "The Last Leaf");
tt0044981;nm0825705;Self - Narrator;
tt0044557;nm0001847;Jed Towers;
tt0044557;nm0000054;Nell Forbes;
tt0044557;nm0000843;Lyn Lesley;
tt0044557;nm2076146;Bunny Jones;
tt0044557;nm0128573;Rochelle;
tt0044557;nm0878354;Ruth Jones;
tt0044557;nm0176879;Eddie Forbes;
tt0044557;nm0000822;Peter Jones;
tt0044557;nm0271658;Mrs. Ballew;
tt0044557;nm0099071;Joe - the Bartender;
tt0044557;nm0065975;Mr. Ballew;
tt0044557;nm0058438;Bellboy;
tt0044557;nm0089052;Janie - Photographer;
tt0044557;nm0130095;Bellboy;
tt0044557;nm0169001;Bell Captain;
tt0044557;nm0175619;Speaker;
tt0044557;nm1180101;Man in Elevator;
tt0044557;nm0219645;Lobby Guest;
tt0313901;nm0000055;Joseph Haydn;
tt0313901;nm0953123;Self;
tt0032023;nm0374011;Jascha Heifetz;
tt0032023;nm0566948;Peter;
tt0032023;nm0498571;Ann Lawson;
tt0032023;nm0721728;Frankie;
tt0032023;nm0000974;Professor Lawson;
tt0032023;nm0452953;Limey;
tt0032023;nm0356004;Flower;
tt0032023;nm0856533;Rocks;
tt0032023;nm0835909;Fever;
tt0032023;nm0446921;Willie;
tt0032023;nm0792810;Betty;
tt0032023;nm0000055;Musical Director;
tt0032023;nm0045131;Suzie;
tt0032023;nm0820821;Davis;
tt0032023;nm0774394;Menken;
tt0032023;nm0537685;Mrs. Miller;
tt0032023;nm0389824;Miller;
tt0032023;nm0367670;Heifetz' Manager;
tt0030194;nm0579663;Oliver Merlin;
tt0030194;nm0498571;Hazel Dawes;
tt0030194;nm1360648;The Ritz Brothers;
tt0030194;nm0957936;Olga Samara;
tt0030194;nm0048653;Danny Beecher;
tt0030194;nm0001944;Edgar Bergen;
tt0030194;nm1706905;Charlie;
tt0030194;nm0421857;Leona Jerome;
tt0030194;nm0048831;Michael Day;
tt0030194;nm0163714;A. Basil Crane Jr.;
tt0030194;nm0517549;Glory Wood;
tt0030194;nm0184578;Director;
tt0030194;nm0474663;Alfredo in 'La Traviata';
tt0030194;nm2626089;Ballet Dancers;
tt0030194;nm0922851;Ada;
tt0030194;nm0793192;Assistant Director;
tt0030194;nm0018410;Olga's Hairdresser;
tt0030194;nm0042549;'Gorgeous' Goldwyn Girl;
tt0892391;nm0000056;Teller;
tt0892391;nm0065274;Narrator (Russian release);
tt0901686;nm1249256;Mater;
tt0901686;nm0005562;Lightning McQueen;
tt0901686;nm0909274;Sheriff;
tt0901686;nm0001372;Sally Carrera;
tt0901686;nm0000056;Doc Hudson;
tt0901686;nm0001507;Ramone;
tt0901686;nm0233209;Sarge;
tt4439852;nm0000345;Mike;
tt4439852;nm0233209;Sarge;
tt4439852;nm1747568;Jack-Jack Parr;
tt4439852;nm0000422;Sullivan;
tt4439852;nm0001372;Sally Carrera;
tt4439852;nm1249256;Mater;
tt4439852;nm0005134;Syndrome;
tt4439852;nm0524726;Narrator (Boundin);
tt4439852;nm0001507;Ramone;
tt4439852;nm0000056;Doc Hudson;
tt4439852;nm0662088;Kari McKeen;
tt4439852;nm0677037;Geri;
tt4439852;nm0909274;Sheriff;
tt4439852;nm0005562;Lightning McQueen;
tt4439852;nm0941125;Ernie;
tt0814044;nm1249256;Mater;
tt0814044;nm0123553;Fletcher;
tt0814044;nm2055652;Lenny;
tt0814044;nm0137506;Fillmore;
tt0814044;nm0172491;Mia;
tt0814044;nm0213630;Vince;
tt0814044;nm0233209;Sarge;
tt0814044;nm0254862;Piston Cup Racers;
tt0814044;nm0267724;Rustbucket Cars;
tt0814044;nm1584992;Lightning McQueen (PSP);
tt0814044;nm0283594;Sonny;
tt0814044;nm0313364;Piston Cup Racers;
tt0814044;nm0354937;Hatchback;
tt0814044;nm0001340;Lizzie;
tt0814044;nm1619180;DJ;
tt0814044;nm0001372;Sally;
tt0814044;nm1071292;Barry;
tt0814044;nm0000474;Chick Hicks;
tt0317219;nm0005562;Lightning McQueen;
tt0317219;nm0001372;Sally Carrera;
tt0317219;nm0000056;Doc Hudson;
tt0317219;nm1249256;Mater;
tt0317219;nm0001507;Ramone;
tt0317219;nm0001724;Luigi;
tt0317219;nm0702925;Guido;
tt0317219;nm0507338;Flo;
tt0317219;nm0233209;Sarge;
tt0317219;nm0909274;Sheriff;
tt0317219;nm0137506;Fillmore;
tt0317219;nm0001340;Lizzie;
tt0317219;nm0001652;Mack;
tt0317219;nm0710020;Red;
tt0317219;nm0000474;Chick Hicks;
tt0317219;nm0678809;The King;
tt0317219;nm0005315;Harv;
tt0317219;nm0182471;Bob Cutlass;
tt0401623;nm0000158;Narrator;
tt0401623;nm0179173;Jack Schmitt;
tt0401623;nm0403914;Astronaut Scott;
tt0401623;nm0186505;Buzz Aldrin;
tt0401623;nm1924343;Astronaut Irwin;
tt0401623;nm0000354;Al Shepard;
tt0401623;nm0380912;Astronaut Grace;
tt0401623;nm0000151;Neil Armstrong;
tt0401623;nm2831507;Astronaut Wallace;
tt0401623;nm1855754;Future Astronaut;
tt0401623;nm0001277;Charles Duke;
tt0401623;nm0327072;Alpha Station Commander;
tt0401623;nm0004988;Conspiracy Neil Armstrong;
tt0401623;nm1520348;Conspiracy Grip;
tt0401623;nm0400606;Future Houston Capcom;
tt0401623;nm0001513;Houston Capcom;
tt0401623;nm0000190;Al Bean;
tt0401623;nm0568180;Reservoir Commander;
tt0376591;nm0000438;Miles Roby;
tt0376591;nm0000450;Charlie Mayne;
tt0376591;nm0000166;Janine Roby;
tt0376591;nm0000056;Max Roby;
tt0376591;nm0000705;Grace Roby;
tt0376591;nm0001644;David Roby;
tt0376591;nm0940946;Francine Whiting;
tt0376591;nm0001199;Walt Comeau;
tt0376591;nm0001209;Jimmy Minty;
tt0376591;nm0663820;Bea;
tt0376591;nm0000622;Charlene;
tt0376591;nm0123632;Cindy Whiting;
tt0376591;nm0218810;Horace;
tt0376591;nm0605080;Zack Minty;
tt0376591;nm1263939;Tick Roby;
tt0376591;nm1086384;John Voss;
tt0376591;nm0086427;Father Tom;
tt0376591;nm0480775;Father Mark;
tt0361185;nm0183698;Self - Host;
tt0361185;nm1197217;Commentary;
tt0361185;nm0000158;Abraham Lincoln;
tt0361185;nm0001804;Document Voice;
tt0361185;nm0000177;Thomas Jefferson;
tt0361185;nm0097842;Charles Nordhoff;
tt0361185;nm0000146;Barton Simonson;
tt0361185;nm0000190;Alexander Stephens;
tt0361185;nm0000228;Gouvenor Morris;
tt0361185;nm0000151;Frederick Douglass;
tt0361185;nm0000323;Everett, Edward;
tt0361185;nm0000093;Albigence Waldo;
tt0361185;nm0000331;Captain John Parker;
tt0361185;nm0000164;George Washington;
tt0361185;nm0000168;Highland Garnet;
tt0361185;nm0000598;Andrew Jackson;
tt0361185;nm0000155;Harriet Tubman;
tt0361185;nm0000609;W.E.B. DuBois;
tt0353849;nm0040739;Mrs. Gibbs;
tt0353849;nm0057413;Woman in Balcony;
tt0353849;nm0063804;Man in Auditorium;
tt0353849;nm0102960;Professor Willard;
tt0353849;nm0107419;Joe Stoddard;
tt0353849;nm1477925;Baseball Player;
tt0353849;nm1113773;Baseball Player;
tt0353849;nm0176586;Dr. Gibbs;
tt0353849;nm0004852;Mrs. Webb;
tt0353849;nm0218810;Mr. Webb;
tt0353849;nm0227040;Mrs. Soames;
tt0353849;nm1331627;Wally Webb;
tt0353849;nm1341351;George Gibbs;
tt0353849;nm1331846;Rebecca Gibbs;
tt0353849;nm1330648;Sam Craig;
tt0353849;nm1048213;Emily Webb;
tt0353849;nm0579116;Constable Warren;
tt0353849;nm0000056;Stage Manager;
tt0257044;nm0000158;Michael Sullivan;
tt0257044;nm0388382;Michael Sullivan Jr.;
tt0257044;nm1005576;Drugstore Owner;
tt0257044;nm0014582;Peter Sullivan;
tt0257044;nm0000492;Annie Sullivan;
tt0257044;nm0000056;John Rooney;
tt0257044;nm0185819;Connor Rooney;
tt0257044;nm0001354;Finn McGovern;
tt0257044;nm1177237;Rooney's Henchman;
tt0257044;nm0054513;Rooney's Henchman;
tt0257044;nm0242773;Finn McGovern's Henchman;
tt0257044;nm0877791;Finn McGovern's Henchman;
tt0257044;nm1211533;Irish Musician;
tt0257044;nm1210292;Irish Musician;
tt0257044;nm0602868;Irish Musician;
tt0257044;nm1211354;Irish Musician;
tt0257044;nm1219290;Irish Musician;
tt0257044;nm1211208;Boy Michael Fights;
tt0149367;nm0000056;Henry;
tt0149367;nm0000400;Carol;
tt0149367;nm0000551;Wayne;
tt0149367;nm0055794;Mrs. Foster;
tt0149367;nm0685771;Mrs. Tetlow;
tt0149367;nm0534398;Karl;
tt0149367;nm0820788;Mrs. Galer;
tt0149367;nm0674837;Guard;
tt0149367;nm0330156;Mrs. Norton;
tt0149367;nm0876060;Mrs. Weiler;
tt0149367;nm0025295;Kitty;
tt0149367;nm0285603;Cheryl - Wife #2;
tt0149367;nm0447871;Farwell Welk;
tt0149367;nm0572125;Lloyd the Cop;
tt0149367;nm0179401;Grounds Worker;
tt0149367;nm0564642;Handyman;
tt0149367;nm0108300;Guy #1;
tt0149367;nm0398508;Guy #2;
tt0139462;nm0000126;Garret;
tt0139462;nm0000705;Theresa;
tt0139462;nm0000056;Dodge;
tt0139462;nm0001698;Johnny Land;
tt0139462;nm0001152;Lina;
tt0139462;nm0001059;Charlie;
tt0139462;nm0416596;Jason;
tt0139462;nm0504064;Marta;
tt0139462;nm0017651;Hank;
tt0139462;nm0205630;Alva;
tt0139462;nm0768620;Andy;
tt0139462;nm0358118;Chet;
tt0139462;nm0614677;Helen At The B&B;
tt0139462;nm0248692;David;
tt0139462;nm0109199;Catherine;
tt0139462;nm0006970;Annie;
tt0139462;nm0578121;Man On Dock;
tt0139462;nm0318141;Man On Sinking Boat;
tt0119594;nm0000056;Harry Ross;
tt0119594;nm0000215;Catherine Ames;
tt0119594;nm0000432;Jack Ames;
tt0119594;nm0000702;Mel Ames;
tt0119594;nm0000330;Verna;
tt0119594;nm0001258;Raymond Hope;
tt0119594;nm0002064;Reuben;
tt0119594;nm0000630;Jeff Willis;
tt0119594;nm0553269;Gloria Lamar;
tt0119594;nm0817983;Captain Phil Egan;
tt0119594;nm0001826;Lester Ivar;
tt0119594;nm0339923;Verna's Partner;
tt0119594;nm1222825;Mexican Bartender;
tt0119594;nm0164809;Young Cop;
tt0119594;nm0540491;Younger Cop;
tt0119594;nm0000794;Water Pistol Man;
tt0119594;nm0110705;Garvey's Bartender;
tt0119594;nm0333318;Police Stenographer;
tt0110684;nm0000056;Sully;
tt0110684;nm0000246;Carl Roebuck;
tt0110684;nm0001788;Miss Beryl;
tt0110684;nm0000429;Toby Roebuck;
tt0110684;nm0909620;Peter;
tt0110684;nm0898546;Rub Squeers;
tt0110684;nm0757256;Wirf;
tt0110684;nm0813977;Clive Peoples, Jr.;
tt0110684;nm0000450;Officer Raymer;
tt0110684;nm0097842;Judge Flatt;
tt0110684;nm0219748;Charlotte;
tt0110684;nm0329422;Will;
tt0110684;nm0560593;Wacker;
tt0110684;nm0666256;Jocko;
tt0110684;nm0562420;Ollie Quinn;
tt0110684;nm0682922;Cass;
tt0110684;nm0238541;Hattie;
tt0110684;nm0553269;Birdy;
tt0085384;nm0000057;Sir Charles Litton;
tt0085384;nm0001822;George Lytton;
tt0085384;nm0007042;Chief Insp. Charles LaRousse Dreyfus;
tt0085384;nm0525921;Countess Chandra;
tt0085384;nm0001010;Lady Simone Litton;
tt0085384;nm0005162;Bruno Langois;
tt0085384;nm0466327;Prof. Auguste Balls;
tt0085384;nm0477297;Cato Fong;
tt0085384;nm0913637;Sergeant Clifton Sleigh;
tt0085384;nm0000549;Chief Insp. Jacques Clouseau;
tt0085384;nm0038650;Juleta Shane (AKA Julie Morgan);
tt0085384;nm0823174;Bored Waiter;
tt0085384;nm0544860;Sergeant Francois Duval;
tt0085384;nm0036170;General Bufoni;
tt0085384;nm0205255;Michelle Chauvin;
tt0085384;nm0255573;Valencia Police Chief;
tt0085384;nm0291266;Harvey Hamilcard III;
tt0085384;nm0662021;Mr. Chong;
tt0083647;nm0000057;Nick Cartland;
tt0083647;nm0138770;Charley Dunbar;
tt0083647;nm0001749;Miss Anderson;
tt0083647;nm0382819;Sable;
tt0083647;nm0420383;Bertie Hargreaves;
tt0083647;nm0698697;Marlene;
tt0083647;nm0664051;Bridget;
tt0083647;nm0385149;Butler;
tt0083647;nm0178877;Louis;
tt0083647;nm0546232;Nanny;
tt0083647;nm0723319;Club Manager;
tt0083647;nm0144413;Doctor;
tt0083647;nm0236260;Head Nurse;
tt0083647;nm0494045;Hotel Receptionist;
tt0083647;nm0553973;Hotel Receptionist;
tt0083647;nm0013057;Cab Driver;
tt0083647;nm0848759;Yacht Captain;
tt0083647;nm0122292;Barman;
tt0084814;nm0000634;Chief Insp. Jacques Clouseau;
tt0084814;nm0000057;Sir Charles Litton;
tt0084814;nm0007042;Chief Insp. Charles Dreyfus;
tt0084814;nm0612321;Clouseau's Father;
tt0084814;nm0525921;Marie Jouvet;
tt0084814;nm0001010;Lady Simone Litton;
tt0084814;nm0005162;Bruno Langois;
tt0084814;nm0466327;Prof. Auguste Balls;
tt0084814;nm0477297;Cato Fong;
tt0084814;nm0823174;Hercule Lajoy;
tt0084814;nm0036170;Col. Bufoni;
tt0084814;nm0544860;Sergeant Francois Duval;
tt0084814;nm0292226;Dr. Longet;
tt0084814;nm0744436;Superintendant Quinlan;
tt0084814;nm0537962;Deputy Commissioner Lasorde;
tt0084814;nm0440661;President Sandover Haleesh;
tt0084814;nm0809131;Martha Balls;
tt0084814;nm0771633;Cunny;
tt0081470;nm0000060;Colonel Lewis Pugh;
tt0081470;nm0000549;Captain Gavin Stewart;
tt0081470;nm0000057;Colonel W. H. Grice;
tt0081470;nm0002145;Jack Cartwright;
tt0081470;nm0445808;'Mrs. Cromwell';
tt0081470;nm0001495;Major Yogi Crossley;
tt0081470;nm0341558;Wilton;
tt0081470;nm0019996;Colin Mackenzie;
tt0081470;nm0434759;Trompeta;
tt0081470;nm0389073;U-Boat Captain;
tt0081470;nm0004571;First Officer;
tt0081470;nm0586393;Ehrenfels Captain;
tt0081470;nm0026182;First Officer;
tt0081470;nm0033612;Underhill;
tt0081470;nm0072578;Mr. Montero;
tt0081470;nm0111623;Mrs. Grice;
tt0081470;nm0193862;Melborne;
tt0081470;nm0197381;Lumsdaine;
tt0081439;nm0000608;Jack Rhodes;
tt0081439;nm0001153;Gillian Bromley;
tt0081439;nm0000057;Chief Insp. Cyril Willis;
tt0081439;nm0922367;Nigel Lawton;
tt0081439;nm0535861;Ernst Mueller;
tt0081439;nm0559922;Ferguson;
tt0081439;nm0514742;Sheila;
tt0081439;nm0000722;Insp. Vanderveld;
tt0081439;nm0212794;Mrs. Willis;
tt0081439;nm0434759;De Gooyer;
tt0081439;nm0712738;Pilbrow;
tt0081439;nm0391327;Ronnie Taylor;
tt0081439;nm0932811;Maxwell Levy;
tt0081439;nm0751154;Tobin;
tt0081439;nm0385711;Capt. Small;
tt0081439;nm0398147;First Officer Palmer;
tt0081439;nm0589992;Passport Clerk;
tt0081439;nm0191745;Mr. Lloyd Palmer;
tt27163022;nm0019804;Pilot of Moon Plane;
tt27163022;nm0038914;Mrs. Wainwright;
tt27163022;nm0052244;;
tt27163022;nm0090124;Jump Master;
tt27163022;nm3464063;Nurse;
tt27163022;nm0212267;Customs Officer;
tt27163022;nm0197381;Mr. Pointdexter;
tt27163022;nm0242457;;
tt27163022;nm0479640;Ingrid;
tt27163022;nm0288929;Acker;
tt27163022;nm0303981;William Donovan;
tt27163022;nm4089471;Lady at Ball;
tt27163022;nm0316615;;
tt27163022;nm0319566;Gubbins;
tt27163022;nm0326550;Albert Einstein;
tt27163022;nm0335364;Embassy Guard;
tt27163022;nm1201160;;
tt27163022;nm0338839;Czech Resistance Leader;
tt0079630;nm0430151;Pinky;
tt0079630;nm0864892;Foxy;
tt0079630;nm0000057;Ivan;
tt0079630;nm0813961;Miss Pelham;
tt0079630;nm0002108;Ma;
tt0079630;nm0426062;Inspector Watford;
tt0079630;nm0029617;Pealer Bell;
tt0079630;nm0039319;Charlie the Chubb;
tt0079630;nm0189468;Gregory Peck;
tt0079630;nm0212600;Nobby Flowers;
tt0079630;nm0303179;Aussie;
tt0079630;nm0370092;Clint;
tt0079630;nm0372770;Legs Eleven;
tt0079630;nm0443288;Sid the Yid;
tt0079630;nm0698846;Stan the Spinner;
tt0079630;nm0670230;Jack Diamond;
tt0079630;nm0083415;Mavis;
tt0079630;nm0142197;Major Treadwell;
tt0078649;nm0000057;Sir William Stephenson;
tt0078649;nm0001868;Evan Michaelian;
tt0078649;nm0001347;Madelaine;
tt0078649;nm0362279;Colonel Juergen;
tt0078649;nm0733460;Sister Luke;
tt0078649;nm0319566;Gubbins;
tt0078649;nm0038914;Mrs. Wainwright;
tt0078649;nm0830740;Winston Churchill;
tt0078649;nm0562807;Alexander Korda;
tt0078649;nm0402281;Cynthia;
tt0078649;nm0824363;Anna;
tt0078649;nm0562797;Deidra, girl on steps;
tt0078649;nm0721823;Nils Bohr;
tt0078649;nm0326550;Albert Einstein;
tt0078649;nm0927770;Heisenberg;
tt0078649;nm0642143;Bill Donovan;
tt0078649;nm0416663;J. Edgar Hoover;
tt0078649;nm0727300;Willoughby;
tt0075807;nm0000149;Casey;
tt0075807;nm0000057;Priory;
tt0075807;nm0371040;Lady St. Edmund;
tt0075807;nm0571674;Bundage;
tt0075807;nm0703618;Cluny;
tt0075807;nm0789330;Peter;
tt0075807;nm0848430;Anna;
tt0075807;nm0760455;Bobby;
tt0075807;nm0017580;Jenkins;
tt0075807;nm0789889;Mrs. McCress;
tt0075807;nm0050163;Mr. McCress;
tt0075807;nm0111356;Mr. Thresher;
tt0075807;nm0781825;Train Guard;
tt0075807;nm0681954;Grimsworthy;
tt0075807;nm0026428;Hood;
tt0075807;nm0102704;Charlie;
tt0075807;nm0224701;Hood;
tt0075807;nm0353635;Hood;
tt0074937;nm0000393;Sam Diamond;
tt0074937;nm0000027;Bensonmum;
tt0074937;nm0000634;Sidney Wang;
tt0074937;nm0107281;Tess Skeffington;
tt0074937;nm0001986;Lionel Twain;
tt0074937;nm0168394;Milo Perrier;
tt0074937;nm0006471;Jessica Marbles;
tt0074937;nm0000057;Dick Charleston;
tt0074937;nm0001749;Dora Charleston;
tt0074937;nm0908055;Maid;
tt0074937;nm0936115;Nurse;
tt0074937;nm0000342;Marcel;
tt0074937;nm0621458;Willie Wang;
tt0074937;nm4366751;Myron the Dog;
tt0074937;nm0942039;Screaming Door Bell;
tt0074968;nm0000057;J.W. Osborne;
tt0074968;nm0569000;Duke;
tt0074968;nm0461455;Bert;
tt0074968;nm0076453;Sgt. Turner;
tt0074968;nm0271156;Carolyn;
tt0074968;nm0001668;Tracy;
tt0074968;nm0767254;Jay;
tt0074968;nm0002369;Jameson;
tt0074968;nm0001747;Longnecker;
tt0074968;nm0851861;Big Joe;
tt0074968;nm0368561;Peter;
tt0074968;nm0348927;Freddie;
tt0074968;nm0639532;Capt. Boland;
tt0074968;nm0680237;Sgt. Benson;
tt0074968;nm0543371;Miss Murdock;
tt0074968;nm0241860;Mrs. Hadley;
tt0074968;nm0393222;Ming Lo;
tt0074968;nm0318944;Reporter;
tt0493295;nm0000057;Narrator;
tt0493295;nm0823174;Character Voices;
tt0073511;nm0000057;'Major' Bradbury;
tt0073511;nm0001536;The Ambassador;
tt0073511;nm0473228;Muller;
tt0073511;nm5367317;Koichi;
tt0073511;nm0875187;Talah;
tt0073511;nm0221527;Foreign Minister;
tt0073511;nm0846987;Madame Kagoyama;
tt0073511;nm0179786;Mr. King;
tt0073511;nm0231978;Mrs. King;
tt0073511;nm0292226;Sergeant Forster;
tt0073511;nm0802412;Foreign Minister's Girl;
tt0073511;nm0160044;Harok;
tt0073511;nm0457507;Ambassador's Secretary;
tt0073511;nm1018949;Pathet;
tt0073511;nm0427374;Sokono;
tt0073511;nm0530961;Marco;
tt0073511;nm1018905;Chief of Police;
tt0073511;nm1018638;Chargé d'affaires;
tt0246748;nm0000058;Helen Parker;
tt0246748;nm0000655;Todd Cope;
tt0246748;nm0000746;Denise Cope;
tt0246748;nm0732455;Ned;
tt0246748;nm0424035;Charlie Parker;
tt0246748;nm0703820;Young Helen Parker;
tt0246748;nm0918135;Alex Cope;
tt0246748;nm0141201;Jill Cope;
tt0246748;nm0083564;Ariel;
tt0246748;nm0358717;Steve;
tt0246748;nm0317128;Anna;
tt0246748;nm0861583;Sean;
tt0246748;nm0369184;Vendor;
tt0246748;nm0349199;Mr. Pullman;
tt0246748;nm0142420;Mrs. Martinez;
tt0246748;nm0421110;Mr. Macvey;
tt0246748;nm0387431;Zeena;
tt0246748;nm0908875;Night Nurse;
tt0161356;nm0000058;Katherine Eure;
tt0161356;nm0000892;Mike Donahue;
tt0161356;nm0004738;Sandy;
tt0161356;nm0005286;Bobby;
tt0161356;nm0202203;Lisa;
tt0161356;nm0005439;Jet;
tt0161356;nm0956544;Vice Chancellor;
tt0161356;nm0055481;Judge;
tt0161356;nm0301316;Maitre D';
tt0161356;nm0397243;Mr. Wallace;
tt0161356;nm0418012;Hotel Manager;
tt0161356;nm0519076;Wealthy Yuppie;
tt0161356;nm0507454;Doorman;
tt0161356;nm0570160;Rachel;
tt0161356;nm0571407;Sheepish Policeman;
tt0161356;nm0585061;Slick Real Estate Agent;
tt0161356;nm0704835;Pristine Cab Driver;
tt0161356;nm0859117;Reporter;
tt0112667;nm0001796;Richard Evans;
tt0112667;nm0000058;Mrs. Mary Parkin;
tt0112667;nm0001578;Keri Evans;
tt0112667;nm0612494;Jenna Evans;
tt0112667;nm0193551;George;
tt0112667;nm0258117;Stephen Hoover;
tt0112667;nm0112820;Clerk;
tt0112667;nm0286171;Dream Angel;
tt0112667;nm0630091;Dream Angel;
tt0102598;nm0001006;Danny Muldoon;
tt0102598;nm0000058;Rose Muldoon;
tt0102598;nm0000639;Theresa Luna;
tt0102598;nm0242656;Patrick Muldoon;
tt0102598;nm0642675;Doyle;
tt0102598;nm0719037;Spats;
tt0102598;nm0000063;Nick Acropolis;
tt0102598;nm0000902;Salvatore Buonarte;
tt0102598;nm0337468;Johnny Luna;
tt0102598;nm0570793;Father Strapovic;
tt0102598;nm0000346;Billy Muldoon;
tt0102598;nm0001085;Patrick Muldoon Jr.;
tt0102598;nm0357718;O'Neal;
tt0102598;nm0568590;Susan Muldoon;
tt0102598;nm0484806;Larry;
tt0102598;nm0687971;Jack;
tt0102598;nm0151405;Duane Earl Tyrone;
tt0102598;nm0279672;Chess Player;
tt0070598;nm0000020;Carl Tiflin;
tt0070598;nm0000058;Ruth Tiflin;
tt0070598;nm0424565;Jess Taylor;
tt0070598;nm0001181;Granddad;
tt0070598;nm0397212;Jody Tiflin;
tt0070598;nm0729480;Gitano;
tt0070598;nm0421772;Toby;
tt0070598;nm0237595;Dearie;
tt0070598;nm0001395;James Creighton;
tt0070598;nm0150476;Orville Frye;
tt0070598;nm0943746;Sonny Frye;
tt0070598;nm0235282;Barton;
tt0070598;nm0397555;Sheriff Bill Smith;
tt0070598;nm0940094;Sarah Taylor;
tt0070598;nm0141804;Miss Willis;
tt0070598;nm0950958;Mr. Sing;
tt0070598;nm0805673;Jack;
tt0070598;nm0297423;Tony;
tt0066831;nm0000078;Jacob McCandles;
tt0066831;nm0095524;John Fain;
tt0066831;nm0000058;Martha McCandles;
tt0066831;nm0915618;James McCandles;
tt0066831;nm0593844;Michael McCandles;
tt0066831;nm0899130;Jeff McCandles;
tt0066831;nm0127677;Sam Sharpnose;
tt0066831;nm0179148;O'Brien;
tt0066831;nm0001013;Pop Dawson;
tt0066831;nm0234732;Buck Dugan;
tt0066831;nm0204824;Head of Lynching Party;
tt0066831;nm0000730;Bert Ryan;
tt0066831;nm0658250;John Goodfellow;
tt0066831;nm0121551;Trooper;
tt0066831;nm0912571;Will Fain;
tt0066831;nm0807911;Kid Duffy;
tt0066831;nm0915550;Little Jake McCandles;
tt0066831;nm0135102;Delilah;
tt0065859;nm0001276;Stanley Waltz;
tt0065859;nm0000058;Elsie Waltz;
tt0065859;nm0001859;Lena Mervin;
tt0065859;nm0287071;Marion Waltz;
tt0065859;nm0502360;Tom Waltz;
tt0065859;nm0550342;The Bishop;
tt0065859;nm0732489;Tom Waltz, Age 11;
tt0065859;nm0123007;Mrs. Gromulka;
tt0065859;nm0564706;Pete McGurk;
tt0065859;nm0065975;Dr. Littlefield;
tt0065859;nm0619351;Dean Bagley;
tt0065859;nm0267041;Belly Dancer;
tt0065859;nm0289276;Mrs. Wellington;
tt0065859;nm0314778;Walter Wetzel;
tt0065859;nm0461004;Rachel;
tt0065859;nm0517552;Frank the Bartender;
tt0065859;nm0550612;Hearse Driver #1;
tt0065859;nm0571812;Hugo Wellington;
tt0061284;nm0124889;Scarecrow;
tt0061284;nm0000305;Cowardly Lion;
tt0061284;nm0004931;Dorothy Gale;
tt0061284;nm0780005;Islander;
tt0061284;nm0332587;Self - Host;
tt0061284;nm0001561;Ronnie Long;
tt0061284;nm0338901;Josh MacRae;
